"TC#","Section","Priority","Test Case","Steps","Expected Result","Status(PASS/FAIL/BLOCKED)","mock data","Cross-Module Link","Settings need to set before entering to the module","Actual Result(What happened)","Console Error(Copy-paste red text)","Screenshot(Y/N)","Notes","Journey Scenario","Why This Exists","Test Type","Role/Login","Supabase Verify","Playwright Spec","Defect ID"
"TC-P4B-013","4B Fee Engine & Revisit","P1","A configured free follow-up bills ₹0 rather than falling back to the base fee","1) Confirm Dr. Suresh Menon's follow_up_fee is 0 in service_master 2) Seed a completed visit for PT-QA-0001 with that doctor 5 days ago 3) Open /opd 4) Register-walk-in flow for the same patient and doctor 5) Read the fee","The fee is exactly ₹0, not ₹500.","","PT-QA-0001; Dr. Suresh Menon follow-up ₹0","Billing","service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S02","The qualifying test is deliberately ""followUpFee !== null"" and not ""> 0""; if it regresses to a truthiness check every hospital offering free reviews starts charging for them overnight.","Boundary","hospital_admin (Hospital A)","service_master where hospital_id = A and doctor_id = (Dr. Suresh Menon) → follow_up_fee = 0 (not null)","e2e/phase-04-opd-journey/P4B.fee-engine.spec.ts",""
"TC-P4B-014","4B Fee Engine & Revisit","P2","A paid follow-up rate is charged where the doctor configures one","1) Seed a completed visit for PT-QA-0001 with Dr. Kavitha Rao dated 3 days ago 2) Open /opd 3) Register-walk-in flow for the same patient with Obstetrics & Gynaecology / Dr. Kavitha Rao 4) Read the fee","The fee is ₹300 — Dr. Kavitha Rao's configured follow-up rate.","","PT-QA-0001; Dr. Kavitha Rao follow-up ₹300 / validity 10d","Billing","service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S02","Proves a non-zero follow-up rate is honoured as configured rather than being treated as either free or full price.","Positive","hospital_admin (Hospital A)","service_master where hospital_id = A and doctor_id = (Dr. Kavitha Rao) → follow_up_fee = 300","e2e/phase-04-opd-journey/P4B.fee-engine.spec.ts",""
"TC-P4B-015","4B Fee Engine & Revisit","P2","A doctor with a longer validity window honours that longer window","1) Seed a completed visit for PT-QA-0001 with Dr. Kavitha Rao dated exactly 10 days ago 2) Open /opd 3) Register-walk-in flow for the same patient and doctor 4) Read the fee","The fee is ₹300 — day 10 is inside Dr. Kavitha Rao's 10-day window.","","PT-QA-0001; Dr. Kavitha Rao validity 10 days","Billing","service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S02","The window must come from each doctor's own validity_days; a single hard-coded 7-day rule would short-change every consultant who offers a longer review period.","Boundary","hospital_admin (Hospital A)","service_master where hospital_id = A and doctor_id = (Dr. Kavitha Rao) → validity_days = 10","e2e/phase-04-opd-journey/P4B.fee-engine.spec.ts",""
"TC-P4B-016","4B Fee Engine & Revisit","P2","A doctor's window does not extend past its own last day","1) Seed a completed visit for PT-QA-0001 with Dr. Kavitha Rao dated 11 days ago 2) Open /opd 3) Register-walk-in flow for the same patient and doctor 4) Read the fee","The fee is ₹700 — the full consultation rate.","","PT-QA-0001; Dr. Kavitha Rao validity 10 days","Billing","service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S03","Confirms the longer window closes as well as opens, so a generous review policy does not become an unlimited one.","Boundary","hospital_admin (Hospital A)","service_master where hospital_id = A and doctor_id = (Dr. Kavitha Rao) → fee = 700 and validity_days = 10","e2e/phase-04-opd-journey/P4B.fee-engine.spec.ts",""
"TC-P4B-017","4B Fee Engine & Revisit","P2","A visit marked Follow-up with no prior visit on record gets the follow-up rate","1) Ensure PT-QA-0001 has no prior opd_tokens row for Dr. Suresh Menon 2) Open /opd 3) Register-walk-in flow for PT-QA-0001 with General Medicine / Dr. Suresh Menon and Visit Type Follow-up 4) Read the fee","The fee is ₹0 — with no history the validity window cannot be evaluated and the desk's judgement stands.","","PT-QA-0001 Ramesh Kumar","Billing","service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S02","Patients whose first visit was on paper, or at another branch, would otherwise be charged twice for one episode purely because the software has no record of the first consultation.","Boundary","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and doctor_id = (Dr. Suresh Menon) and visit_date < today → 0 rows","e2e/phase-04-opd-journey/P4B.fee-engine.spec.ts",""
"TC-P4B-018","4B Fee Engine & Revisit","P1","A prior visit outside the window is full fee even when marked Follow-up","1) Seed a completed visit for PT-QA-0001 with Dr. Suresh Menon dated 12 days ago 2) Open /opd 3) Register-walk-in flow for the same patient and doctor with Visit Type Follow-up 4) Read the fee","The fee is ₹500 — the tick does not override an expired window.","","PT-QA-0001; phase4.followUp.outsideWindowDays = 12","Billing","service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S03","If ticking a box can zero the fee regardless of history, the follow-up policy is unenforceable and free consultations can be handed out at the counter at will.","Negative","hospital_admin (Hospital A)","service_master where hospital_id = A and doctor_id = (Dr. Suresh Menon) → fee = 500 and validity_days = 7","e2e/phase-04-opd-journey/P4B.fee-engine.spec.ts",""
"TC-P4B-019","4B Fee Engine & Revisit","P1","A prior visit with a different doctor does not trigger the follow-up rate","1) Seed a completed visit for PT-QA-0001 with Dr. Arjun Nair dated 2 days ago 2) Open /opd 3) Register-walk-in flow for PT-QA-0001 with General Medicine / Dr. Suresh Menon and Visit Type New 4) Read the fee","The fee is ₹500 — the recent visit belongs to a different consultant and confers no entitlement.","","PT-QA-0001; Dr. Arjun Nair and Dr. Suresh Menon","Billing","service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S02","The follow-up entitlement belongs to the doctor who asked the patient back, not to the hospital; otherwise seeing any consultant makes the next one free.","Negative","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and doctor_id = (Dr. Arjun Nair) and visit_date < today → 1 row","e2e/phase-04-opd-journey/P4B.fee-engine.spec.ts",""
"TC-P4B-020","4B Fee Engine & Revisit","P1","An emergency visit is charged the emergency rate","1) Open /opd 2) Register-walk-in flow for PT-QA-0001 with General Medicine / Dr. Suresh Menon and Visit Type Emergency 3) Read the fee and badge","The badge reads ""Emergency rate"" and the fee is ₹800.","","PT-QA-0001; Dr. Suresh Menon emergency ₹800","Billing, Emergency","service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S01","An after-hours emergency attendance costs the hospital more to provide; if it bills at the routine rate the OPD subsidises emergency work without anyone noticing.","Positive","hospital_admin (Hospital A)","service_master where hospital_id = A and doctor_id = (Dr. Suresh Menon) → emergency_fee = 800","e2e/phase-04-opd-journey/P4B.fee-engine.spec.ts",""
"TC-P4B-021","4B Fee Engine & Revisit","P1","Emergency pricing takes precedence over an otherwise-qualifying follow-up","1) Seed a completed visit for PT-QA-0001 with Dr. Suresh Menon dated 2 days ago 2) Open /opd 3) Register-walk-in flow for the same patient and doctor with Visit Type Emergency 4) Read the fee","The fee is ₹800, the emergency rate — not the ₹0 follow-up rate the 2-day-old visit would otherwise earn.","","PT-QA-0001; Dr. Suresh Menon emergency ₹800 / follow-up ₹0","Billing, Emergency","service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S02","A patient who deteriorates two days after a routine visit is the commonest emergency presentation there is; billing that attendance as a free review is both wrong and unrecoverable.","Boundary","hospital_admin (Hospital A)","service_master where hospital_id = A and doctor_id = (Dr. Suresh Menon) → emergency_fee = 800 and follow_up_fee = 0","e2e/phase-04-opd-journey/P4B.fee-engine.spec.ts",""
"TC-P4B-022","4B Fee Engine & Revisit","P1","The consultation fee cannot be edited at the front desk","1) Open /opd 2) Register-walk-in flow for PT-QA-0001 with Dr. Suresh Menon 3) Click ""Proceed to Payment"" 4) Attempt to click into and retype the Consultation Fee value","The fee is rendered as read-only text, not an input, and cannot be typed into.","","PT-QA-0001 Ramesh Kumar","Billing","service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S01","A desk that can retype the amount can collect ₹500 and record ₹100; the read-only control is the only thing standing between the cash drawer and the ledger.","Negative","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4B.fee-engine.spec.ts",""
"TC-P4B-023","4B Fee Engine & Revisit","P1","The fee shown at the desk is the amount that lands on the bill","1) Open /opd 2) Register-walk-in flow for PT-QA-0001 with Dr. Suresh Menon 3) Note the fee shown on the payment step 4) Pay and issue the token 5) Read bills.total_amount for today's OPD bill","bills.total_amount equals the figure displayed on the payment step (₹500).","","PT-QA-0001; Dr. Suresh Menon ₹500","Billing","service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S01","If the displayed figure and the stored bill disagree, the receipt in the patient's hand contradicts the hospital ledger and neither can be trusted at reconciliation.","Cross-Module","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0001) and bill_type = opd and bill_date = today → total_amount = 500","e2e/phase-04-opd-journey/P4B.fee-engine.spec.ts",""
"TC-P4B-024","4B Fee Engine & Revisit","P1","Paying at the desk writes a bill_payments row and a consultation line item","1) Open /opd 2) Register-walk-in flow for PT-QA-0001 with Dr. Suresh Menon 3) Pay in cash and issue the token 4) Read bill_payments and bill_line_items for the new bill","A bill_payments row exists for ₹500 and bill_line_items contains one row with item_type = consultation.","","PT-QA-0001; Dr. Suresh Menon ₹500","Billing, Accounts","service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S01","Cash collected with no payment row makes the day-closure reconciliation short by exactly that amount, and the cashier is the one who has to explain the difference.","Cross-Module","hospital_admin (Hospital A)","bill_payments where bill_id = (today's OPD bill for PT-QA-0001) → amount = 500; bill_line_items where bill_id = same and item_type = consultation → 1 row","e2e/phase-04-opd-journey/P4B.fee-engine.spec.ts",""
"TC-P4C-001","4C Appointments & Slots","P2","The scheduling screen loads the slot board for the selected day","1) Log in as hospital_admin (Hospital A) 2) Open /schedule 3) Wait for the board to render 4) Check the console for red errors","The slot board renders for today with no console errors.","","None","OPD","doctor_schedules / doctor_slots generated for today (Settings → Doctor Schedules)","","","","","P4-S04","Pre-booked patients are the growing share of an Indian OPD; a scheduling board that does not load pushes every booking back to the telephone and a paper diary.","Positive","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4C.appointments-slots.spec.ts",""
